z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom
1.247191780821918,139.11091499948117,77.96843230811864,0.23446700859648428,2.5189974524576706,0.8389307758310495,0.0005512812411304328,0.1605179429278201,5.668208957754217e-16,-0.9999999999999988
1.256164383561644,139.811528728338,78.19873820030618,0.23212300713241155,2.5238148752354244,0.8405322397953566,0.0005545389623387172,0.15891322124230464,-5.048045315092509e-16,-1.000000000000001
1.26513698630137,140.51420448755212,78.42806204402714,0.2298072358259174,2.528574313860236,0.842114381568314,0.000557792288823511,0.1573278261428625,-1.7780915628762273e-16,-1.0000000000000004
1.274109589041096,141.21893350838965,78.65641336286428,0.22751933111268793,2.533276515042414,0.8436774500354692,0.0005610412340016161,0.15576150873052916,-1.4354836763708079e-16,-1.0000000000000002
1.283082191780822,141.92570710714088,78.8838015852353,0.22525893353687795,2.537922217054939,0.8452216912689483,0.0005642858120236122,0.15421402291902808,-4.419208055050916e-16,-1.0000000000000009
1.292054794520548,142.63451668426757,79.11023604459244,0.22302568774354373,2.542512149748958,0.8467473485326653,0.0005675260377404416,0.15268512542959425,5.269222558279552e-16,-0.9999999999999989
1.3010273972602742,143.3453537235514,79.3357259796636,0.2208192424689701,2.547047034573627,0.8482546622889808,0.000570761926671047,0.15117457578434812,4.497270611469872e-16,-0.999999999999999
1.31,144.05820979124582,79.5602805347326,0.21863925052899927,2.5515275846000494,0.8497438702067219,0.0005739934949710372,0.14968213629830704,-5.789639601072594e-16,-1.0000000000000013
1.3189726027397262,144.7730765352295,79.78390875995608,0.21648536880547928,2.555954504549079,0.8512152071704898,0.0005772207594023504,0.14820757207010782,5.334274688628682e-17,-0.9999999999999999
1.3279452054794523,145.4899456841638,80.00661961171538,0.21435725823093288,2.5603284908227724,0.8526689052911853,0.0005804437373038928,0.14675065097151077,1.0217521273503394e-15,-0.9999999999999977
1.3369178082191782,146.20880904665287,80.22842195300122,0.21225458377155176,2.564650231539289,0.8541051939176789,0.0005836624465631266,0.14531114363575795,-3.1008182133085427e-16,-1.0000000000000007
1.3458904109589043,146.92965851040725,80.44932455382971,0.21017701440861355,2.568920406571041,0.8555242996495622,0.0005868769055885828,0.14388882344484918,-8.109832250191573e-17,-1.0000000000000002
